symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,bulan,year,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,aspiration_turbo,body-style_Sedan,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_AWD,drive-wheels_RWD,drive-wheels_fwd,drive-wheels_rwd,engine-location_rear,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,fuel-system_2bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
-1,0.14659685863874344,4.0,0.806896551724138,0.8097560975609759,0.8547008547008543,0.7000000000000002,0.7862684251357641,5,0.5020576131687242,0.7428571428571431,0.7476190476190478,0.90625,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,25552.0,0.490909090909091,1.0,1,0,3,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-1,0.14659685863874344,4.0,0.806896551724138,0.8097560975609759,0.8547008547008543,0.9000000000000004,0.8774243599689682,5,0.5020576131687242,0.7428571428571431,0.7476190476190478,0.90625,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,28248.0,0.490909090909091,1.0,1,0,7,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0.14659685863874344,2.0,0.693103448275862,0.7544715447154466,0.8547008547008543,0.5545454545454547,0.7785104732350658,5,0.5020576131687242,0.7428571428571431,0.7476190476190478,0.90625,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,28176.0,0.490909090909091,1.0,1,0,3,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-1,0.14659685863874344,4.0,0.9999999999999996,1.0,0.9743589743589736,0.6818181818181817,0.8851823118696664,5,0.5020576131687242,0.7428571428571431,0.7476190476190478,0.90625,0.4716981132075472,0.08163265306122436,0.2285714285714286,0.23684210526315785,31600.0,0.490909090909091,1.0,1,0,3,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-1,0.29842931937172773,4.0,0.9999999999999996,1.0,0.9743589743589736,0.7000000000000002,0.8735453840186191,8,0.7119341563786008,0.6571428571428573,0.4904761904761905,0.08125000000000004,0.6729559748427673,0.24489795918367352,0.05714285714285716,0.05263157894736842,34184.0,0.8250000000000002,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3,0.4031413612565445,2.0,0.34482758620689635,0.6373983739837401,0.8717948717948714,0.18181818181818166,0.8522110162916989,8,0.7119341563786008,0.6571428571428573,0.4904761904761905,0.08125000000000004,0.6729559748427673,0.24489795918367352,0.05714285714285716,0.05263157894736842,35056.0,0.8250000000000002,1.0,0,1,11,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0.29842931937172773,2.0,0.875862068965517,0.9447154471544712,1.0,0.5999999999999996,0.8638479441427462,8,1.0,0.9000000000000001,0.6095238095238096,0.0625,0.8553459119496855,0.1428571428571428,0.0,0.0,45400.0,1.0,2.0,0,1,3,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0.29842931937172773,2.0,0.5551724137931036,0.6065040650406504,0.6581196581196584,0.545454545454545,0.5515903801396431,4,0.32510288065843623,0.8857142857142855,0.5000000000000002,0.0625,0.7987421383647798,0.346938775510204,0.14285714285714285,0.21052631578947367,16503.0,0.6315789473684212,2.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,0.5026178010471205,2.0,0.2448275862068967,0.2634146341463417,0.35042735042735096,0.18181818181818166,0.16679596586501166,4,0.12757201646090538,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.6571428571428573,0.6578947368421053,5389.0,0.1297297297297299,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2,0.5026178010471205,2.0,0.2448275862068967,0.2634146341463417,0.35042735042735096,0.18181818181818166,0.17688130333591934,4,0.12757201646090538,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6189.0,0.23225806451612913,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2,0.5026178010471205,2.0,0.2448275862068967,0.2634146341463417,0.35042735042735096,0.18181818181818166,0.20015515903801395,4,0.12757201646090538,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6669.0,0.23225806451612913,0.0,0,1,3,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.5026178010471205,2.0,0.2206896551724138,0.2634146341463417,0.29914529914529897,0.18181818181818166,0.25484871993793634,4,0.15226337448559674,0.34999999999999987,0.6285714285714288,0.03749999999999998,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,7689.0,0.4166666666666667,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0.4607329842931937,2.0,0.3344827586206893,0.5186991869918698,0.435897435897437,0.054545454545454675,0.34212567882079126,4,0.20164609053497945,0.44999999999999996,0.661904761904762,0.03125,0.4276729559748428,0.5510204081632655,0.2571428571428572,0.368421052631579,9959.0,0.45217391304347837,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0.4607329842931937,2.0,0.3344827586206893,0.5186991869918698,0.435897435897437,0.054545454545454675,0.32583397982932505,4,0.25102880658436216,0.5785714285714285,0.661904761904762,0.09375,0.2515723270440251,0.346938775510204,0.31428571428571433,0.42105263157894735,8499.0,0.38400000000000006,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,0.29842931937172773,2.0,0.3206896551724139,0.5219512195121947,0.5128205128205119,0.12727272727272787,0.5217222653219551,4,0.3909465020576132,0.7428571428571431,0.8523809523809525,0.0,0.610062893081761,0.346938775510204,0.14285714285714285,0.21052631578947367,12629.0,0.6315789473684212,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0.29842931937172773,2.0,0.3206896551724139,0.5219512195121947,0.5128205128205119,0.12727272727272787,0.5577967416602017,4,0.3909465020576132,0.7499999999999998,0.8523809523809525,0.0,0.610062893081761,0.346938775510204,0.14285714285714285,0.21052631578947367,14489.0,0.6315789473684212,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.3141361256544503,4.0,0.3344827586206893,0.5089430894308946,0.435897435897437,0.25454545454545485,0.34018619084561674,4,0.25102880658436216,0.5785714285714285,0.661904761904762,0.09375,0.2515723270440251,0.346938775510204,0.31428571428571433,0.42105263157894735,6989.0,0.38400000000000006,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3141361256544503,4.0,0.3344827586206893,0.5089430894308946,0.435897435897437,0.25454545454545485,0.3557020946470132,4,0.25102880658436216,0.5785714285714285,0.661904761904762,0.09375,0.2515723270440251,0.346938775510204,0.31428571428571433,0.42105263157894735,8189.0,0.38400000000000006,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3141361256544503,4.0,0.3344827586206893,0.5089430894308946,0.435897435897437,0.25454545454545485,0.3549262994569433,4,0.20164609053497945,0.44999999999999996,0.661904761904762,0.03125,0.4276729559748428,0.5510204081632655,0.2571428571428572,0.368421052631579,9279.0,0.45217391304347837,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
-1,0.3769633507853403,4.0,0.3344827586206893,0.5089430894308946,0.435897435897437,0.25454545454545485,0.3549262994569433,4,0.20164609053497945,0.44999999999999996,0.661904761904762,0.03125,0.4276729559748428,0.5510204081632655,0.2571428571428572,0.368421052631579,9279.0,0.45217391304347837,1.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.3298429319371728,2.0,0.27241379310344804,0.3934959349593501,0.29914529914529897,0.5181818181818185,0.15554693560899924,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,5499.0,0.23225806451612913,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3298429319371728,2.0,0.27241379310344804,0.3934959349593501,0.29914529914529897,0.5181818181818185,0.20519782777346784,4,0.1728395061728395,0.32142857142857184,0.6666666666666667,0.9312499999999999,0.04402515723270439,0.26530612244897966,0.8857142857142857,0.894736842105263,7099.0,0.03555555555555556,0.0,1,0,3,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0.3298429319371728,2.0,0.27241379310344804,0.3934959349593501,0.29914529914529897,0.5181818181818185,0.16679596586501166,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,6649.0,0.23225806451612913,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.29842931937172773,4.0,0.27241379310344804,0.3934959349593501,0.29914529914529897,0.5181818181818185,0.17455391776570983,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,6849.0,0.23225806451612913,0.0,0,1,3,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.19895287958115188,4.0,0.27241379310344804,0.47317073170731705,0.29914529914529897,0.4272727272727277,0.20791311093871212,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,7349.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3298429319371728,2.0,0.27241379310344804,0.3934959349593501,0.29914529914529897,0.5181818181818185,0.17959658650116372,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,7299.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3298429319371728,2.0,0.27241379310344804,0.39837398373983746,0.29914529914529897,0.40909090909090917,0.20946470131885186,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,7799.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.29842931937172773,4.0,0.27241379310344804,0.3934959349593501,0.29914529914529897,0.5181818181818185,0.1873545384018619,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,7499.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.19895287958115188,4.0,0.27241379310344804,0.47317073170731705,0.29914529914529897,0.4272727272727277,0.212955779674166,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,7999.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2,0.5392670157068062,2.0,0.29310344827586166,0.34634146341463445,0.29914529914529897,0.40909090909090917,0.20170674941815359,4,0.14814814814814814,0.4357142857142857,0.5809523809523811,0.15000000000000002,0.13207547169811318,0.4285714285714286,0.4857142857142857,0.5526315789473684,8249.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.21465968586387435,4.0,0.3655172413793104,0.5252032520325205,0.4188034188034191,0.536363636363637,0.3242823894491854,4,0.24279835390946503,0.5642857142857143,0.6666666666666667,0.09375,0.30817610062893086,0.4285714285714286,0.3714285714285714,0.4736842105263157,8949.0,0.325925925925926,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.21465968586387435,4.0,0.3655172413793104,0.5252032520325205,0.4188034188034191,0.536363636363637,0.3157486423584174,4,0.24279835390946503,0.5642857142857143,0.6666666666666667,0.09375,0.30817610062893086,0.4285714285714286,0.3714285714285714,0.4736842105263157,9549.0,0.325925925925926,0.0,0,1,8,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.3298429319371728,4.0,0.4758620689655175,0.6601626016260163,0.5299145299145307,0.5727272727272732,0.6233514352211016,6,0.4938271604938272,0.6357142857142859,0.5714285714285716,0.125,0.6540880503144654,0.4285714285714286,0.08571428571428574,0.1578947368421053,13499.0,0.7529411764705887,1.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.22513089005235604,4.0,0.4758620689655175,0.7073170731707319,0.5299145299145307,0.663636363636364,0.7013188518231186,6,0.4938271604938272,0.6357142857142859,0.5714285714285716,0.125,0.6540880503144654,0.4285714285714286,0.08571428571428574,0.1578947368421053,14399.0,0.7529411764705887,1.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3,0.675392670157068,2.0,0.16206896551724137,0.4813008130081302,0.6495726495726499,0.08181818181818201,0.6140418929402638,6,0.4938271604938272,0.6357142857142859,0.5714285714285716,0.125,0.7044025157232704,0.4285714285714286,0.14285714285714285,0.23684210526315785,17199.0,0.6315789473684212,2.0,0,1,12,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3,0.675392670157068,2.0,0.16206896551724137,0.4813008130081302,0.6495726495726499,0.08181818181818201,0.6404189294026377,6,0.4938271604938272,0.6357142857142859,0.5714285714285716,0.04999999999999999,0.9559748427672957,0.4285714285714286,0.08571428571428574,0.1842105263157895,19699.0,0.7529411764705887,2.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0.869109947643979,2.0,0.43448275862068986,0.6081300813008137,0.6495726495726499,0.08181818181818201,0.6404189294026377,6,0.4938271604938272,0.6357142857142859,0.5714285714285716,0.125,0.7044025157232704,0.4285714285714286,0.14285714285714285,0.23684210526315785,18399.0,0.6315789473684212,2.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.5026178010471205,4.0,0.7344827586206897,0.7414634146341461,0.6923076923076925,0.7181818181818187,0.5942591155934833,4,0.24279835390946503,0.6571428571428573,0.5333333333333334,0.08750000000000002,0.30817610062893086,0.346938775510204,0.14285714285714285,0.21052631578947367,11900.0,0.6315789473684212,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.5026178010471205,4.0,0.7344827586206897,0.7414634146341461,0.6923076923076925,0.7181818181818187,0.6629169899146625,4,0.37448559670781895,0.828571428571429,0.6904761904761905,0.875,0.2955974842767295,0.0,0.39999999999999997,0.4473684210526315,13200.0,0.3,0.0,1,0,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0.29842931937172773,4.0,0.9517241379310346,0.9398373983739838,0.6923076923076925,0.9000000000000004,0.6757176105508145,4,0.24279835390946503,0.6571428571428573,0.5333333333333334,0.08750000000000002,0.30817610062893086,0.346938775510204,0.14285714285714285,0.21052631578947367,12440.0,0.6315789473684212,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.29842931937172773,4.0,0.9517241379310346,0.9398373983739838,0.6923076923076925,0.9000000000000004,0.7532971295577968,4,0.37448559670781895,0.828571428571429,0.6904761904761905,0.875,0.2955974842767295,0.0,0.31428571428571433,0.23684210526315785,13860.0,0.38400000000000006,0.0,1,0,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0.5026178010471205,4.0,0.7344827586206897,0.7414634146341461,0.6923076923076925,0.7181818181818187,0.6155934833204033,4,0.24279835390946503,0.6571428571428573,0.05714285714285716,0.08750000000000002,0.2955974842767295,0.346938775510204,0.14285714285714285,0.21052631578947367,15580.0,0.6315789473684212,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.5026178010471205,4.0,0.7344827586206897,0.7414634146341461,0.6923076923076925,0.7181818181818187,0.6842513576415825,4,0.37448559670781895,0.828571428571429,0.6904761904761905,0.875,0.2955974842767295,0.0,0.39999999999999997,0.4473684210526315,16900.0,0.3,0.0,1,0,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0.29842931937172773,4.0,0.9517241379310346,0.9398373983739838,0.6923076923076925,0.7181818181818187,0.6970519782777347,4,0.24279835390946503,0.6571428571428573,0.05714285714285716,0.08750000000000002,0.2955974842767295,0.346938775510204,0.14285714285714285,0.21052631578947367,16695.0,0.6315789473684212,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.29842931937172773,4.0,0.9517241379310346,0.9398373983739838,0.6923076923076925,0.9000000000000004,0.7746314972847168,4,0.37448559670781895,0.828571428571429,0.6904761904761905,0.875,0.2955974842767295,0.0,0.31428571428571433,0.23684210526315785,17075.0,0.38400000000000006,0.0,1,0,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0.5026178010471205,4.0,0.7344827586206897,0.7414634146341461,0.6923076923076925,0.7181818181818187,0.6155934833204033,4,0.24279835390946503,0.6571428571428573,0.5333333333333334,0.08750000000000002,0.30817610062893086,0.346938775510204,0.14285714285714285,0.21052631578947367,16630.0,0.6315789473684212,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.5026178010471205,4.0,0.7344827586206897,0.7414634146341461,0.6923076923076925,0.7181818181818187,0.6842513576415825,4,0.37448559670781895,0.828571428571429,0.6904761904761905,0.875,0.2955974842767295,0.0,0.39999999999999997,0.4473684210526315,17950.0,0.3,0.0,1,0,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0.5026178010471205,4.0,0.7379310344827585,0.7414634146341461,0.683760683760684,0.6545454545454543,0.6369278510473235,4,0.3004115226337449,0.7642857142857145,0.5428571428571429,0.0,0.5911949685534591,0.5918367346938773,0.11428571428571427,0.21052631578947367,18150.0,0.6888888888888891,1.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0.28272251308900526,2.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.18181818181818166,0.16679596586501166,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.6571428571428573,0.6578947368421053,5572.0,0.1297297297297299,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.28272251308900526,2.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.18181818181818166,0.24825446082234293,4,0.15226337448559674,0.34999999999999987,0.6285714285714288,0.03749999999999998,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,7957.0,0.4166666666666667,1.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.4659685863874346,4.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.18580294802172226,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6229.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.4659685863874346,4.0,0.2448275862068967,0.42601626016260186,0.29914529914529897,0.18181818181818166,0.1943366951124903,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6692.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.4659685863874346,4.0,0.2448275862068967,0.42601626016260186,0.29914529914529897,0.18181818181818166,0.2726920093095423,4,0.15226337448559674,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,7609.0,0.23225806451612913,0.0,0,1,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,0.29842931937172773,2.0,0.3206896551724139,0.5219512195121947,0.5128205128205119,0.12727272727272787,0.5159038013964314,4,0.3909465020576132,0.7499999999999998,0.8523809523809525,0.0,0.610062893081761,0.346938775510204,0.14285714285714285,0.21052631578947367,12764.0,0.6315789473684212,1.0,0,1,2,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,0.6335078534031413,2.0,0.27241379310344804,0.45203252032520336,0.683760683760684,0.12727272727272787,0.5003878975950349,4,0.3703703703703704,1.0000000000000002,0.49523809523809526,0.15625,0.5974842767295597,0.5510204081632655,0.14285714285714285,0.2894736842105263,22018.0,0.6315789473684212,1.0,0,1,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
